Bib,Name,Country,Gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Gender Qualifier Rank,Qualified
172,Luiz Guilherme Schiefler De Arruda,Brazil,Male,M40-44,05:30:52,350,313,73,00:34:17,109,98,20,02:44:40,401,364,87,02:07:29,525,451,95,00:2:13,245,215,48,00:2:14,112,98,17,FIN,05:06:26,293,276,
365,Elcio Queiroz,Brazil,Male,M45-49,05:41:25,429,377,44,00:42:43,454,392,54,02:48:27,477,427,49,02:00:36,417,359,37,00:5:20,942,763,106,00:4:20,633,521,65,FIN,05:06:31,294,277,
290,Michel Alberto Lima Tesch,Brazil,Male,M40-44,05:31:09,354,316,74,00:46:15,654,554,127,02:35:00,232,218,48,01:56:17,334,293,68,00:6:10,990,803,176,00:7:28,960,783,175,FIN,05:06:42,295,278,
1174,Bruno Campelo Leal,Brazil,Male,M50-54,05:47:14,473,415,22,00:47:29,716,602,41,02:43:16,369,339,19,02:10:04,575,490,25,00:2:46,418,348,16,00:3:39,481,403,18,FIN,05:06:42,296,279,
851,Lauro Nascimento Da Fonseca,Brazil,Male,M35-39,05:22:54,284,263,54,00:38:01,224,201,43,02:37:45,275,258,55,02:00:59,422,364,81,00:3:14,541,443,94,00:2:54,289,248,56,FIN,05:06:45,297,280,
1009,Joao Claudio Rezende Da Silva,Brazil,Male,M18-24,05:06:52,187,175,13,00:39:37,285,258,20,02:26:14,98,94,5,01:56:59,343,301,20,00:2:06,219,195,17,00:1:56,53,48,7,FIN,05:06:52,298,281,
1041,Rodrigo Pontes De Miranda Lopes De Farias,Brazil,Male,M25-29,05:09:21,202,190,23,00:40:15,315,284,29,02:35:24,235,221,24,01:49:39,217,200,23,00:1:31,63,56,9,00:2:33,188,158,19,FIN,05:07:09,299,282,
1273,Marcus Augusto Bezerra Sobral,Brazil,Male,M55-59,05:58:40,561,493,10,00:45:47,625,533,15,02:54:11,551,491,13,02:10:43,586,500,9,00:3:19,565,462,16,00:4:40,687,561,13,FIN,05:07:11,300,283,
459,Davi Mendes Costa,Brazil,Male,M45-49,05:42:16,432,380,45,00:37:37,210,188,24,02:35:45,243,229,30,02:20:59,735,609,82,00:4:28,833,677,94,00:3:28,445,376,44,FIN,05:07:17,301,284,
551,Soraia Ramos Lima,Brazil,Female,F45-49,05:34:22,378,46,4,00:43:05,483,67,8,02:45:06,419,39,4,01:59:46,398,50,5,00:2:38,387,61,5,00:3:46,512,84,11,FIN,05:07:20,302,18,1
326,Jean Pierre Sacramento Da Silva,Brazil,Male,M45-49,05:42:57,439,385,46,00:40:19,320,289,38,02:48:25,475,426,48,01:57:46,359,315,33,00:8:34,1036,840,121,00:7:53,981,802,112,FIN,05:07:54,303,285,
656,Michel Luiz Oliveira Andrade,Brazil,Male,M30-34,05:18:57,253,235,40,00:37:35,208,187,31,02:29:01,138,131,20,02:07:47,533,458,90,00:2:00,189,173,28,00:2:33,190,160,33,FIN,05:07:56,304,286,
903,JULIA ENGEL,Brazil,Female,F30-34,05:13:30,228,17,3,00:45:04,587,85,13,02:30:39,164,12,2,01:53:22,285,31,5,00:2:22,289,43,7,00:2:03,70,8,2,FIN,05:08:06,305,19,1
503,Tatiane Pires Santos,Brazil,Female,F40-44,05:27:02,318,31,7,00:42:55,468,65,9,02:36:09,247,15,4,02:01:00,423,59,16,00:2:50,442,75,13,00:4:08,595,104,23,FIN,05:08:15,306,20,1
764,Pedro Torres Leal,Brazil,Male,M35-39,05:24:43,299,273,55,00:38:14,230,207,46,02:43:01,364,335,68,01:59:04,383,338,74,00:2:22,290,247,46,00:2:02,67,60,13,FIN,05:08:28,307,287,
880,Saul Rodrigues de Paula Lana,Brazil,Male,M35-39,05:24:53,302,276,56,00:44:04,542,466,89,02:36:46,258,242,53,01:56:48,340,298,61,00:3:48,685,561,115,00:3:27,438,369,83,FIN,05:08:38,308,288,
136,Iury Rodrigues,Brazil,Male,M40-44,05:33:18,362,321,75,00:43:55,535,459,106,02:42:35,352,325,73,01:57:46,360,316,72,00:4:43,875,710,154,00:4:18,622,511,108,FIN,05:08:42,309,289,
483,KELLY CALDEIRA CAVALCANTE DE MORAIS,Brazil,Female,F40-44,05:27:38,324,33,8,00:48:09,741,118,26,02:43:57,385,33,10,01:51:10,243,23,4,00:2:02,203,20,4,00:2:19,132,18,3,FIN,05:08:49,310,21,1
181,FELIPE FERREIRA DE ARAUJO,Brazil,Male,M40-44,05:33:32,368,325,76,00:38:38,248,222,49,02:30:18,158,148,29,02:20:45,730,606,131,00:1:27,55,48,8,00:2:25,158,135,26,FIN,05:08:55,311,290,
552,Fabricio Avila Macedo,Brazil,Male,M30-34,05:20:14,261,242,41,00:44:17,556,479,78,02:38:00,282,264,45,01:53:02,277,249,48,00:2:24,301,257,44,00:2:31,181,152,31,FIN,05:09:11,312,291,
1018,Italo Peixoto Guedes,Brazil,Male,M18-24,05:09:12,201,189,14,00:38:48,250,224,16,02:32:07,197,184,8,01:52:31,265,240,14,00:2:03,207,187,15,00:3:44,500,418,23,FIN,05:09:12,313,292,
1234,Edson Cabral Vieira Vasconcelos,Brazil,Male,M50-54,05:50:05,489,429,23,00:39:03,259,232,10,02:51:23,522,465,30,02:11:38,599,508,27,00:4:37,860,699,52,00:3:23,415,350,14,FIN,05:09:13,314,293,
140,Roberto Cintra De Azevedo Aragao,Brazil,Male,M40-44,05:34:08,373,328,77,00:40:04,312,282,65,02:42:45,357,329,74,02:03:42,462,396,86,00:3:35,630,517,105,00:4:02,577,479,100,FIN,05:09:28,315,294,
651,Bonieky Lacerda,Brazil,Male,M30-34,05:20:37,263,244,42,00:41:44,399,350,56,02:37:27,269,252,43,01:55:00,311,274,53,00:2:34,358,304,50,00:3:52,542,453,88,FIN,05:09:33,316,295,
150,Manoel Abreu,Brazil,Male,M40-44,05:34:14,376,331,78,00:38:26,238,214,47,02:38:34,296,276,61,02:05:48,502,429,90,00:4:24,818,665,143,00:7:03,939,766,170,FIN,05:09:34,317,296,
1173,Carlos Araujo,Brazil,Male,M50-54,05:50:48,492,432,24,00:43:44,515,443,28,02:56:36,582,515,34,02:04:28,478,410,21,00:3:06,511,422,24,00:2:54,286,245,8,FIN,05:09:51,318,297,
621,Addson Lourenco Barbosa Junior,Brazil,Male,M30-34,05:21:05,270,251,43,00:50:05,820,683,116,02:34:56,230,216,37,01:48:05,196,180,35,00:3:59,735,597,102,00:3:59,557,463,89,FIN,05:10:00,319,298,
133,Ricardo Shinyashiki,Brazil,Male,M40-44,05:34:46,381,335,79,00:43:38,511,440,100,02:45:33,427,386,95,01:59:48,402,352,78,00:3:38,640,525,108,00:2:08,89,78,13,FIN,05:10:03,320,299,
201,Leomar Da Silva Santos Júnior,Brazil,Male,M40-44,05:34:49,382,336,80,00:37:50,217,195,44,02:34:55,228,214,47,02:15:49,670,558,118,00:3:20,569,465,93,00:2:55,297,256,41,FIN,05:10:06,321,300,
966,Helena Pollis,Brazil,Female,F18-24,05:12:39,221,15,1,00:42:15,428,57,8,02:31:57,195,13,1,01:52:31,266,26,3,00:2:58,477,81,9,00:2:58,310,44,8,FIN,05:10:10,322,22,1
451,MARCO DOLIS,Brazil,Male,M45-49,05:45:36,457,400,47,00:43:58,537,461,67,02:55:43,567,506,66,01:58:04,366,322,34,00:3:38,637,523,67,00:4:13,610,503,62,FIN,05:10:16,323,301,
373,Victor Magalhaes Callado,Brazil,Male,M45-49,05:45:52,462,405,48,00:37:22,200,180,23,02:32:37,205,191,27,02:28:25,815,674,88,00:3:25,588,481,61,00:4:03,579,481,60,FIN,05:10:31,324,302,
175,Gustavo Fernandes Canseco,Brazil,Male,M40-44,05:35:17,384,338,81,00:44:28,564,484,112,02:53:54,548,488,113,01:48:40,204,188,43,00:3:55,719,586,119,00:4:19,625,514,109,FIN,05:10:32,325,303,
369,Jymmys Lopes Dos Santos,Brazil,Male,M45-49,05:45:58,463,406,49,00:43:07,485,418,61,02:49:46,498,444,53,02:05:56,504,431,53,00:3:23,581,475,59,00:3:46,509,427,50,FIN,05:10:36,326,304,
190,André Sousa,Brazil,Male,M40-44,05:35:28,385,339,82,00:32:05,53,48,11,02:45:00,416,378,91,02:13:22,632,531,115,00:1:51,130,119,27,00:3:10,370,311,53,FIN,05:10:42,327,305,
1286,NEY ROBSON FIALHO BEZERRA,Brazil,Male,M60-64,06:19:20,690,587,4,00:48:25,756,635,6,03:04:14,687,597,4,02:16:19,681,567,4,00:3:59,737,599,9,00:6:24,900,734,7,FIN,05:10:44,328,306,
1228,Jose Roberto Dos Santos,Brazil,Male,M50-54,05:52:00,503,440,25,00:43:50,526,451,29,02:44:41,402,365,21,02:15:23,664,553,33,00:4:12,785,640,47,00:3:55,549,460,26,FIN,05:10:55,329,307,
109,Carlos Iure Leite Ferreira,Brazil,Male,M40-44,05:35:44,388,341,83,00:49:05,786,657,157,02:41:31,335,310,69,02:00:21,416,358,81,00:1:52,136,125,28,00:2:54,293,252,40,FIN,05:10:57,330,308,
844,Victor Santos Andrade Cruz,Brazil,Male,M35-39,05:27:27,323,291,57,00:51:35,866,717,132,02:44:17,392,358,72,01:45:33,156,144,31,00:3:14,543,445,95,00:2:48,257,217,49,FIN,05:11:04,331,309,
963,Isis Ayana Mirachi De Souza,Brazil,Female,F18-24,05:13:39,230,18,2,00:36:25,175,17,2,02:41:21,333,25,2,01:50:49,237,20,2,00:2:21,281,41,2,00:2:43,236,35,7,FIN,05:11:10,332,23,1
368,Danilo Buarque Couto,Brazil,Male,M45-49,05:46:40,468,411,50,00:33:02,76,69,10,02:57:06,587,519,68,02:09:40,570,486,58,00:3:07,514,425,56,00:3:45,505,423,49,FIN,05:11:14,333,310,
690,Gabriel Sobral,Brazil,Male,M30-34,05:22:27,282,262,44,00:35:01,130,118,16,02:33:31,215,201,32,02:05:01,485,414,83,00:3:08,519,428,75,00:5:46,845,688,114,FIN,05:11:19,334,311,
1272,José Ricardo Dahbar Arbex,Brazil,Male,M55-59,06:03:36,595,517,11,00:42:55,469,404,9,02:58:23,608,537,16,02:13:41,636,535,11,00:2:48,430,356,12,00:5:49,850,693,19,FIN,05:11:25,335,312,
1299,Angelo Francisco Lanza,Brazil,Male,M55-59,06:03:40,597,519,12,00:48:21,748,629,20,02:44:33,397,361,7,02:25:41,784,648,18,00:1:58,177,161,8,00:3:06,349,294,3,FIN,05:11:28,336,313,
843,Adriano Socorro,Brazil,Male,M35-39,05:27:53,326,292,58,00:34:09,105,94,22,02:33:45,219,205,49,02:15:40,668,556,122,00:1:36,78,71,10,00:2:43,238,202,46,FIN,05:11:29,337,314,
943,anaise moreira,Brazil,Female,F35-39,05:22:38,283,21,4,00:36:02,159,14,2,03:03:06,674,88,17,01:39:32,92,8,2,00:1:58,176,16,3,00:1:59,62,7,1,FIN,05:11:35,338,24,1
219,Arthur Neiva,Brazil,Male,M40-44,05:36:30,392,345,84,00:35:27,143,131,26,02:34:21,221,207,44,02:19:11,713,593,127,00:4:02,756,616,123,00:3:29,450,381,73,FIN,05:11:39,339,315,
1106,Felipe Jardim Marquez,Brazil,Male,M25-29,05:14:03,231,213,24,00:34:53,124,112,11,02:38:31,294,274,30,01:53:12,282,253,27,00:3:22,579,474,51,00:4:05,585,486,50,FIN,05:11:49,340,316,
870,Luydson Jamyson Do,Brazil,Male,M35-39,05:28:29,329,295,59,00:40:38,346,309,62,02:36:10,248,233,51,02:05:38,496,423,93,00:2:45,417,347,74,00:3:18,398,337,73,FIN,05:12:03,341,317,
999,Joao Pedro Perez Dias Pinheiro,Brazil,Male,M18-24,05:12:10,215,201,15,00:34:42,119,108,5,02:36:32,251,235,13,01:55:06,312,275,18,00:3:19,561,460,24,00:2:30,176,148,12,FIN,05:12:10,342,318,
106,Frederico Schaper,Brazil,Male,M40-44,05:37:13,402,355,85,00:36:51,185,165,35,02:53:53,546,486,112,01:54:42,306,271,64,00:6:32,1002,812,180,00:5:15,785,637,142,FIN,05:12:19,343,319,
1217,Fabiano Ornelas,Brazil,Male,M50-54,05:53:44,521,457,26,00:38:23,235,211,8,02:37:47,278,260,12,02:27:31,805,665,46,00:4:31,841,684,51,00:5:30,815,662,43,FIN,05:12:27,344,320,
765,Lucas Sales Lima,Brazil,Male,M35-39,05:29:00,334,299,60,00:43:03,482,416,80,02:39:00,305,285,60,02:01:06,424,365,82,00:1:55,162,147,30,00:3:56,553,462,102,FIN,05:12:33,345,321,
499,MERCIA FABIANA LIMA DE SOUSA,Brazil,Female,F40-44,05:31:36,355,39,9,00:42:59,473,66,10,02:37:45,276,18,6,02:05:13,489,73,19,00:3:13,536,98,18,00:2:26,162,24,6,FIN,05:12:33,346,25,
189,Marcio Ribeiro,Brazil,Male,M40-44,05:37:46,406,358,86,00:46:45,682,575,134,02:58:05,602,533,126,01:46:07,167,154,34,00:3:25,593,485,98,00:3:24,425,359,65,FIN,05:12:50,347,322,
114,Lucas Aguiar Coelho,Brazil,Male,M40-44,05:37:47,407,359,87,00:44:59,583,500,118,02:44:43,406,369,88,02:01:37,433,373,84,00:3:01,487,405,75,00:3:27,441,372,68,FIN,05:12:51,348,323,
1262,joao neto,Brazil,Male,M55-59,06:05:22,611,528,13,00:53:21,920,758,27,02:44:43,405,368,8,02:20:50,732,607,16,00:1:32,65,58,2,00:4:57,741,604,14,FIN,05:12:56,349,324,
1237,Claudio Da Silva Cardoso,Brazil,Male,M50-54,05:54:24,526,461,27,00:54:44,942,773,60,03:02:38,667,584,41,01:47:15,182,166,6,00:5:59,979,795,61,00:3:48,524,439,23,FIN,05:13:02,350,325,
1065,Lucas Barsoumian Castilho Herrera,Brazil,Male,M25-29,05:15:17,242,224,25,00:42:11,426,370,39,02:35:19,234,220,23,01:53:03,279,250,26,00:1:57,171,156,19,00:2:47,253,214,30,FIN,05:13:02,351,326,
462,Andre Luiz Sampaio Santos,Brazil,Male,M45-49,05:49:03,480,420,51,00:41:27,385,339,43,02:53:16,542,483,61,02:06:56,519,445,55,00:4:17,798,651,89,00:3:07,352,296,33,FIN,05:13:22,352,327,
664,Edwin Cana Brasil,Brazil,Male,M30-34,05:24:36,297,271,45,00:44:41,572,491,79,02:47:19,456,410,72,01:47:43,190,174,34,00:2:03,210,189,30,00:2:49,259,219,46,FIN,05:13:24,353,328,
665,Gabriel Lucas Leite Da Silva Santos,Brazil,Male,M30-34,05:24:36,298,272,46,00:35:02,133,121,17,02:47:42,459,413,73,01:56:07,331,291,55,00:3:10,527,434,78,00:2:36,203,172,38,FIN,05:13:24,354,329,
762,Gabriel Muniz Campos,Brazil,Male,M35-39,05:30:01,341,306,61,00:38:52,252,226,52,02:42:41,355,328,67,02:03:02,454,389,86,00:2:02,204,184,36,00:3:24,423,357,80,FIN,05:13:30,355,330,
346,Rodrigo Caciatori,Brazil,Male,M45-49,05:49:16,483,423,52,00:46:12,650,550,79,02:49:11,494,441,52,02:05:38,495,422,51,00:3:35,627,515,65,00:4:40,686,560,69,FIN,05:13:34,356,331,
619,Vinicius Moura,Brazil,Male,M30-34,05:24:51,301,275,47,00:44:52,578,496,82,02:38:45,299,279,46,01:56:38,337,296,57,00:2:42,402,337,56,00:1:54,49,44,10,FIN,05:13:38,357,332,
340,Walter Junior,Brazil,Male,M45-49,05:49:26,485,425,53,00:42:11,425,369,49,02:44:31,396,360,46,02:12:51,621,523,70,00:5:54,975,791,112,00:4:00,560,464,56,FIN,05:13:43,358,333,
1168,Celso Menezes,Brazil,Male,M50-54,05:55:17,529,464,28,00:50:50,844,700,48,02:51:42,523,466,31,02:04:58,484,413,22,00:3:43,658,537,37,00:4:04,583,484,30,FIN,05:13:49,359,334,
577,Joao Victhor Adler Madeira,Brazil,Male,M30-34,05:25:06,304,278,48,00:43:31,504,433,71,02:39:51,316,295,51,01:56:13,332,292,56,00:3:03,498,414,73,00:2:28,168,144,29,FIN,05:13:53,360,335,
828,LEONARDO SAMPAIO,Brazil,Male,M35-39,05:30:34,347,311,62,00:46:44,681,574,109,02:30:17,157,147,37,02:05:24,490,417,92,00:3:32,618,506,107,00:4:37,677,551,119,FIN,05:14:02,361,336,
281,Jose Lourenco,Portugal,Male,M40-44,05:39:05,414,365,88,00:39:41,292,264,58,02:42:57,362,333,76,02:08:43,553,476,100,00:3:01,488,406,76,00:4:41,690,564,125,FIN,05:14:03,362,337,
680,Dario Muniz Leme,Brazil,Male,M30-34,05:25:22,307,280,49,00:49:26,800,668,109,02:33:40,218,204,34,01:57:11,346,303,58,00:2:46,420,350,60,00:2:19,131,114,22,FIN,05:14:08,363,338,
496,Debora Albuquerque Lemos,Brazil,Female,F40-44,05:33:20,363,42,10,00:47:27,714,113,25,02:39:38,315,21,7,01:59:32,391,48,13,00:2:29,337,51,9,00:4:14,614,108,24,FIN,05:14:12,364,26,
637,Amaury Amaury,Brazil,Male,M30-34,05:25:36,308,281,50,00:47:21,709,597,100,02:53:43,544,485,84,01:38:01,76,70,16,00:3:34,624,512,88,00:2:57,305,263,56,FIN,05:14:22,365,339,
767,Diego Freitas Silva,Brazil,Male,M35-39,05:30:58,351,314,63,00:41:48,406,354,72,02:44:52,412,375,76,01:57:11,347,304,64,00:3:20,568,464,97,00:3:48,526,441,95,FIN,05:14:25,366,340,
874,Elson Araujo Dos Santos,Brazil,Male,M35-39,05:30:58,352,315,64,00:38:57,256,229,54,02:38:11,286,268,57,02:08:34,548,472,110,00:2:02,206,186,37,00:3:14,379,319,70,FIN,05:14:25,367,341,
955,Tanira Bastos,Brazil,Female,F35-39,05:25:42,310,28,5,00:45:59,641,97,15,02:41:50,339,26,6,01:50:51,239,21,5,00:3:58,729,136,27,00:3:04,334,51,6,FIN,05:14:33,368,27,
1210,Bruno De Santana Silva,Brazil,Male,M50-54,05:56:11,538,471,29,00:43:54,531,455,31,02:50:25,507,451,27,02:14:47,658,549,31,00:3:04,504,419,23,00:4:01,566,469,28,FIN,05:14:37,369,342,
761,Eduardo Diaz De La Cruz,Brazil,Male,M35-39,05:31:43,356,317,65,00:28:40,25,23,4,02:49:01,492,439,94,02:07:50,534,459,104,00:2:35,366,310,61,00:3:36,471,396,88,FIN,05:15:07,370,343,
263,Felippe Ricardo De Oliveira Evangelista,Brazil,Male,M40-44,05:40:33,421,370,89,00:44:08,549,472,108,02:42:50,360,331,75,02:08:19,543,467,98,00:2:53,460,384,73,00:2:23,150,128,24,FIN,05:15:25,371,344,
374,BRUNO SILVA ALBUQUERQUE,Brazil,Male,M45-49,05:51:24,495,435,54,00:52:44,910,751,105,02:26:49,104,100,11,02:22:33,747,619,83,00:4:18,801,654,90,00:5:00,749,609,80,FIN,05:15:29,372,345,
1281,Gian Carlo Bonaspetti,Brazil,Male,M60-64,06:25:23,726,614,5,00:52:06,888,733,8,02:56:48,584,517,3,02:28:58,821,679,6,00:2:37,377,318,3,00:4:54,727,591,6,FIN,05:15:42,373,346,
669,Antonio Humberto Vieira Santos,Brazil,Male,M30-34,05:27:06,320,289,51,00:43:02,480,414,68,02:35:40,242,228,38,02:00:46,420,362,70,00:4:11,782,638,107,00:3:26,429,363,75,FIN,05:15:48,374,347,
1160,Roberto Pinto De Castro,Brazil,Male,M50-54,05:57:48,552,484,30,00:42:44,455,393,23,02:56:58,585,518,35,02:09:28,565,482,24,00:4:45,880,715,54,00:3:53,543,454,25,FIN,05:16:02,375,348,
423,Flavio Villar,Brazil,Male,M45-49,05:52:13,506,443,55,00:45:11,594,509,73,02:53:04,538,480,59,02:00:41,418,360,38,00:4:01,747,607,81,00:9:17,1005,821,115,FIN,05:16:13,376,349,
510,Suzana Kelly Cordeiro de Souza Nascimento Suzana,Brazil,Female,F40-44,05:35:32,386,47,11,00:49:09,788,130,29,02:44:29,395,36,11,01:55:53,326,40,10,00:3:03,500,85,15,00:2:59,317,47,9,FIN,05:16:16,377,28,
361,Rodrigo Sequeiros,Brazil,Male,M45-49,05:52:29,509,446,56,00:51:32,862,715,95,02:49:50,499,445,54,02:03:19,458,393,43,00:4:44,877,712,98,00:3:03,329,279,28,FIN,05:16:27,378,350,
342,Marcel Menezes,Brazil,Male,M45-49,05:52:31,510,447,57,00:36:57,190,170,22,02:53:02,536,478,58,02:16:02,675,562,75,00:2:20,275,237,26,00:4:10,602,496,61,FIN,05:16:29,379,351,
752,Petrus Almeida,Brazil,Male,M35-39,05:33:10,361,320,66,00:42:44,456,394,77,02:40:50,327,304,61,02:01:09,426,367,83,00:4:25,820,667,132,00:4:02,576,478,103,FIN,05:16:30,380,352,
1078,Tulio Cesar Castro Machado,Brazil,Male,M25-29,05:19:13,255,236,26,00:43:17,493,425,44,02:36:40,257,241,25,01:52:42,270,243,25,00:2:07,224,200,23,00:4:28,651,532,55,FIN,05:16:57,381,353,
730,DANILO GARBAZZA VIEIRA,Brazil,Male,M35-39,05:33:38,369,326,67,00:38:20,232,209,47,02:44:24,393,359,73,02:06:09,509,436,97,00:2:21,286,244,44,00:2:24,153,131,27,FIN,05:16:57,382,354,
559,Lucas Reis,Brazil,Male,M30-34,05:28:41,331,297,52,00:39:57,306,276,42,02:38:45,300,280,47,02:04:02,468,400,81,00:2:53,458,382,65,00:3:04,335,284,61,FIN,05:17:20,383,355,
567,Gildasio Neto,Brazil,Male,M30-34,05:28:58,333,298,53,00:41:17,377,333,52,02:39:00,304,284,48,02:02:28,448,385,77,00:2:50,443,368,63,00:3:24,421,356,73,FIN,05:17:37,384,356,
934,Camila Cortez,Brazil,Female,F35-39,05:28:55,332,35,6,00:37:35,209,22,4,02:45:14,421,41,8,01:59:53,404,51,9,00:2:47,425,73,13,00:3:26,430,67,11,FIN,05:17:40,385,29,
655,Luiz Fellipe Medeiros Galvao,Brazil,Male,M30-34,05:29:12,335,300,54,00:42:30,441,381,64,02:39:29,312,292,50,02:02:43,450,387,78,00:1:57,173,158,25,00:2:34,196,165,35,FIN,05:17:50,386,357,
1024,wilson neto,Brazil,Male,M18-24,05:17:52,249,231,16,00:39:09,262,235,18,02:35:33,238,224,11,01:58:26,375,331,21,00:1:50,122,113,7,00:2:54,287,246,20,FIN,05:17:52,387,358,
760,Ricardo Maranhão Neves,Brazil,Male,M35-39,05:34:38,380,334,68,00:45:39,619,527,95,02:50:55,511,455,97,01:52:50,273,245,54,00:2:01,198,180,35,00:3:12,376,317,69,FIN,05:17:54,388,359,
586,Felipe Dos Santos Silva,Brazil,Male,M30-34,05:29:18,337,302,55,00:40:19,321,290,44,02:44:43,404,367,62,01:58:21,372,328,65,00:2:39,391,329,54,00:3:17,393,332,70,FIN,05:17:56,389,360,
1033,Yuri Oliveira Freitas,Brazil,Male,M25-29,05:20:34,262,243,27,00:50:08,825,687,72,02:37:36,272,255,27,01:48:10,198,182,22,00:2:06,220,196,22,00:2:35,199,168,20,FIN,05:18:17,390,361,
616,João Gabriel Andrade da Costa,Brazil,Male,M30-34,05:29:51,340,305,56,00:35:08,135,123,18,02:40:25,319,298,52,02:05:48,501,428,85,00:4:30,837,680,110,00:4:01,567,470,90,FIN,05:18:28,391,362,
245,MARIO HENRIQUE QUEIROZ SILVA,Brazil,Male,M40-44,05:43:52,446,391,90,00:43:08,486,419,90,02:41:24,334,309,68,02:11:33,597,506,108,00:2:52,450,374,69,00:4:56,735,599,133,FIN,05:18:29,392,363,
1309,FERNANDA SEIXAS,Brazil,Female,F40-44,05:38:07,408,49,12,00:41:42,397,49,7,02:53:06,539,59,16,01:56:13,333,41,11,00:2:44,415,69,12,00:4:22,637,115,26,FIN,05:18:42,393,30,
1058,Leonardo Caramelo Pereira,Brazil,Male,M25-29,05:21:03,269,250,28,00:39:49,302,273,26,02:38:09,284,266,28,01:59:22,388,341,35,00:1:28,59,52,8,00:2:15,114,100,12,FIN,05:18:46,394,364,
723,Felipe Gomes De Menezes,Brazil,Male,M35-39,05:35:42,387,340,69,00:51:19,857,712,131,02:48:54,489,436,93,01:49:57,225,207,44,00:1:39,89,82,13,00:3:54,547,458,100,FIN,05:18:54,395,365,
985,Isadora De Carvalho Reis,Brazil,Female,F25-29,05:19:02,254,19,2,00:39:41,291,28,4,02:47:54,464,49,5,01:45:46,162,13,2,00:3:07,515,90,10,00:2:34,194,31,5,FIN,05:19:02,396,31,
335,Romulo Alessandro Ferreira Conceicao,Brazil,Male,M45-49,05:55:27,532,466,58,00:43:36,506,435,62,02:56:14,576,512,67,02:04:49,483,412,47,00:3:00,485,404,53,00:7:48,978,799,111,FIN,05:19:07,397,366,
689,Felipe Leonel,Brazil,Male,M30-34,05:30:33,346,310,57,00:36:52,186,166,28,02:28:29,132,126,19,02:17:38,695,579,104,00:2:53,459,383,66,00:4:41,689,563,100,FIN,05:19:08,398,367,
1278,Gilson Lopes Baptista Pinto,Brazil,Male,M60-64,06:29:57,756,637,6,00:48:38,765,641,7,03:15:18,833,708,9,02:18:20,705,586,5,00:4:34,852,693,10,00:3:08,357,301,2,FIN,05:19:26,399,368,
514,Polyana De Fátima Roriz,Brazil,Female,F45-49,05:47:38,476,60,5,00:42:30,440,60,5,02:48:27,476,50,6,02:12:19,612,96,12,00:2:03,208,21,3,00:2:19,127,17,1,FIN,05:19:32,400,32,
1275,Antonio Jose Souza Goes,Brazil,Male,M55-59,06:13:20,651,559,14,00:43:00,478,412,10,02:57:43,594,526,14,02:21:34,738,612,17,00:3:54,714,583,18,00:7:09,947,774,28,FIN,05:19:45,401,369,
1093,Vinicius Emanuel Oliveira E Silva,Brazil,Male,M25-29,05:22:05,278,258,29,00:46:56,691,581,56,02:42:13,343,316,34,01:47:41,188,172,21,00:2:35,364,309,39,00:2:40,217,184,25,FIN,05:19:47,402,370,
152,Rodolfo Ismerim Luciano,Brazil,Male,M40-44,05:45:32,455,399,91,00:44:09,550,473,109,02:52:34,532,474,111,02:00:03,411,355,80,00:3:46,672,548,114,00:5:01,753,612,134,FIN,05:20:01,403,371,
348,Arthur Lidio Trindade Pedrosa,Brazil,Male,M45-49,05:56:35,541,474,59,00:46:21,659,558,81,02:59:35,626,552,72,02:01:40,434,374,42,00:4:11,780,636,86,00:4:48,707,578,72,FIN,05:20:08,404,372,
194,Carlos Alves,Brazil,Male,M40-44,05:45:39,459,402,92,00:36:08,162,148,31,02:44:01,387,354,85,02:20:34,726,602,130,00:1:36,77,70,14,00:3:20,404,341,61,FIN,05:20:08,405,373,
1248,Jones Albuquerque,Brazil,Male,M55-59,06:14:01,656,563,15,00:49:22,796,664,23,03:04:56,693,602,18,02:14:36,653,546,12,00:1:51,132,121,7,00:3:16,389,328,4,FIN,05:20:20,406,374,
769,Alexandre Medeiros Dantas,Brazil,Male,M35-39,05:37:16,403,356,70,00:45:25,609,519,94,02:44:15,391,357,71,01:58:51,381,337,73,00:4:02,757,617,126,00:4:43,696,568,123,FIN,05:20:24,407,375,
596,Lucas Alves,Brazil,Male,M30-34,05:32:03,358,318,58,00:38:20,231,208,33,02:40:36,322,300,54,02:07:36,529,454,88,00:2:39,393,331,55,00:2:53,283,242,55,FIN,05:20:35,408,376,
391,Luiz Henrique Carvalho Braid,Brazil,Male,M45-49,05:57:07,543,475,60,00:55:27,953,782,111,02:58:02,600,531,69,01:56:45,339,297,30,00:3:30,611,499,63,00:3:23,417,352,40,FIN,05:20:37,409,377,
193,Lucas Damasceno De Lima,Brazil,Male,M40-44,05:46:10,465,408,93,00:43:00,475,409,89,02:37:19,265,249,54,02:20:32,725,601,129,00:2:04,214,191,43,00:3:15,382,322,57,FIN,05:20:37,410,378,
